Date,Title,Url,Account Type,Author,Full Name,Full Text,X Author ID,X Verified,DateTime,original_text,day,gpt-4.1-mini_stance,Topic
12/20/2024 4:30,"Good, all assassins must suffer the death penalties.

https://t.co/ZNCKsXd68K",http://twitter.com/AllanHobbs55/statuses/1869963598388408763,individual,AllanHobbs55,AllanHobbs55 (Allan Hobbs🇦🇺 🇺🇦 🇺🇦 👏),"Good, all assassins must suffer the death penalties.

https://t.co/ZNCKsXd68K",624351146.0,False,12/20/2024 4:30,"Good, all assassins must suffer the death penalties.",12/20/2024,-1,8
12/20/2024 4:22,Whoever set this photo op up is either an idiot or a secret Luigi stan,http://twitter.com/elisethoma5/statuses/1869961648494260477,individual,elisethoma5,elisethoma5 (Elise Thomas),Whoever set this photo op up is either an idiot or a secret Luigi stan,3003083709.0,False,12/20/2024 4:22,Whoever set this photo op up is either an idiot or a secret Luigi stan,12/20/2024,-1,3
12/20/2024 4:17,"Chris Plante: Crazy left says Luigi Mangione is a hero

https://t.co/I8Kqytbp6T",http://twitter.com/conspiracydup/statuses/1869960397681246632,individual,conspiracydup,conspiracydup (ConspiracyDailyUpdat),"Chris Plante: Crazy left says Luigi Mangione is a hero

https://t.co/I8Kqytbp6T",71813303.0,False,12/20/2024 4:17,Chris Plante: Crazy left says Luigi Mangione is a hero,12/20/2024,-1,0
12/20/2024 4:03,@sethspov @Lou_Chainz @Lord_Radio @PopCrave @CNN Luigi literally killed someone,http://twitter.com/PErwinsson/statuses/1869956703610970122,individual,PErwinsson,PErwinsson (Erwinsson🟡),@sethspov @Lou_Chainz @Lord_Radio @PopCrave @CNN Luigi literally killed someone,1.21396e+18,False,12/20/2024 4:03,Luigi literally killed someone,12/20/2024,-1,2
12/20/2024 2:45,@MattWallace888 OH HELL NO STAY AWAY FROM LUIGI,http://twitter.com/CrazyVibes_1/statuses/1869937022707826876,individual,CrazyVibes_1,CrazyVibes_1 (Crazy Vibes),@MattWallace888 OH HELL NO STAY AWAY FROM LUIGI,1.80772e+18,True,12/20/2024 2:45,OH HELL NO STAY AWAY FROM LUIGI,12/20/2024,-1,3
12/20/2024 1:59,"@Nljigakulive @hasanthehun Most americans don't support Luigi's actions. Once this trial is done, everyone will forget about this. You guys aren't even talking about the issue he was trying to correct or bring attention to, you're just celebrating the man. It's sad and lazy.",http://twitter.com/KarmaticTV/statuses/1869925581929787832,individual,KarmaticTV,KarmaticTV (Tim),"@Nljigakulive @hasanthehun Most americans don't support Luigi's actions. Once this trial is done, everyone will forget about this. You guys aren't even talking about the issue he was trying to correct or bring attention to, you're just celebrating the man. It's sad and lazy.",2273485625.0,False,12/20/2024 1:59,"Most americans don't support Luigi's actions. Once this trial is done, everyone will forget about this. You guys aren't even talking about the issue he was trying to correct or bring attention to, you're just celebrating the man. It's sad and lazy.",12/20/2024,-1,7
12/20/2024 1:36,RT @HappyNacho73 @MooCowTeaCup @Sarah_Alice_X But Luigi the most *ideologically* dangerous person in the world right now. 😏,http://twitter.com/bbox/statuses/1869919769903935921,individual,bbox,bbox (Critical B),RT @HappyNacho73 @MooCowTeaCup @Sarah_Alice_X But Luigi the most *ideologically* dangerous person in the world right now. 😏,4755321.0,False,12/20/2024 1:36,But Luigi the most *ideologically* dangerous person in the world right now. 😏,12/20/2024,-1,4
12/19/2024 23:57,"the problem with American “leftists” is they saw the right idolize Kyle Rittenhouse and thought that was a free pass to idolize Luigi Mangione, failing to realize the issue is worshipping false idols in the first place",http://twitter.com/__sh1zu0__/statuses/1869894916580532509,individual,__sh1zu0__,__sh1zu0__ (𝕾𝖍𝖎𝖟𝖚𝖔 静男 🔻),"the problem with American “leftists” is they saw the right idolize Kyle Rittenhouse and thought that was a free pass to idolize Luigi Mangione, failing to realize the issue is worshipping false idols in the first place",9.19672e+17,False,12/19/2024 23:57,"the problem with American “leftists” is they saw the right idolize Kyle Rittenhouse and thought that was a free pass to idolize Luigi Mangione, failing to realize the issue is worshipping false idols in the first place",12/19/2024,-1,0
12/19/2024 23:49,Would people still defend Luigi if he look average despite the things he defended? I dont think so.,http://twitter.com/BeeMawang13/statuses/1869892722452246906,individual,BeeMawang13,BeeMawang13 (Ase18),Would people still defend Luigi if he look average despite the things he defended? I dont think so.,1.49415e+18,False,12/19/2024 23:49,Would people still defend Luigi if he look average despite the things he defended? I dont think so.,12/19/2024,-1,2
12/19/2024 23:24,"I mean, school shooters don't get this kind of treatment",http://twitter.com/lfordisco/statuses/1869886673586401458,individual,lfordisco,lfordisco (Francisco Silva),"I mean, school shooters don't get this kind of treatment",17962790.0,False,12/19/2024 23:24,"I mean, school shooters don't get this kind of treatment",12/19/2024,-1,7
12/19/2024 23:03,"What is this BS? Seriously redefining the term terrorism and parading Luigi like a prize puppy….?

When thousands die every day from lack of healthcare. 

Shame
Shame 
Shame",http://twitter.com/Purdy8Sal/statuses/1869881197142192316,individual,Purdy8Sal,Purdy8Sal (Better Call Sal🕊️💜🇮🇪),"What is this BS? Seriously redefining the term terrorism and parading Luigi like a prize puppy….?

When thousands die every day from lack of healthcare. 

Shame
Shame 
Shame",1.56572e+18,False,12/19/2024 23:03,"What is this BS? Seriously redefining the term terrorism and parading Luigi like a prize puppy….?

When thousands die every day from lack of healthcare. 

Shame
Shame 
Shame",12/19/2024,-1,8
12/28/2024 15:12,RT @dn12179 @anarchoboognish Luigi Mangione committed premeditated murder and orphaned 2 innocent children. He deserves life without parole or the death penalty.,http://twitter.com/Arckangel/statuses/1873024306546147589,individual,Arckangel,Arckangel (Israell),RT @dn12179 @anarchoboognish Luigi Mangione committed premeditated murder and orphaned 2 innocent children. He deserves life without parole or the death penalty.,16284641.0,False,12/28/2024 15:12,Luigi Mangione committed premeditated murder and orphaned 2 innocent children. He deserves life without parole or the death penalty.,12/28/2024,-1,1
12/28/2024 0:00,"The brig “Russia” in the waters of the Neva River seen during Scarlet Sails alumni holiday in St. Petersburg - 4th of July Independence Day in USA - Sumo wrestlers visit the Lincoln Memorial in Washington - Luigi Mangione, murderer of UnitedHealth Group executive Brian Thompson. https://t.co/aDGltk4biA",http://twitter.com/sibomanaxyz987/statuses/1872794593932263739,individual,sibomanaxyz987,sibomanaxyz987 (SIBOMANA Jean Bosco),"The brig “Russia” in the waters of the Neva River seen during Scarlet Sails alumni holiday in St. Petersburg - 4th of July Independence Day in USA - Sumo wrestlers visit the Lincoln Memorial in Washington - Luigi Mangione, murderer of UnitedHealth Group executive Brian Thompson. https://t.co/aDGltk4biA",4625920576.0,False,12/28/2024 0:00,"The brig “Russia” in the waters of the Neva River seen during Scarlet Sails alumni holiday in St. Petersburg - 4th of July Independence Day in USA - Sumo wrestlers visit the Lincoln Memorial in Washington - Luigi Mangione, murderer of UnitedHealth Group executive Brian Thompson.",12/28/2024,-1,1
12/27/2024 23:24,"@krassenstein And he was called Brian, which makes him superior to any schlubb called Luigi, ugh.",http://twitter.com/alfaguru/statuses/1872785601105141944,individual,alfaguru,alfaguru (St Scandalbags),"@krassenstein And he was called Brian, which makes him superior to any schlubb called Luigi, ugh.",14944766.0,False,12/27/2024 23:24,"And he was called Brian, which makes him superior to any schlubb called Luigi, ugh.",12/27/2024,-1,3
12/27/2024 22:55,"RT @CajunMike1985 As much you hate corporations, and have no love for CEOs, I'm not a murderer.  I'm not a criminal.

Luigi is no hero.  He's just a murderer.  A criminal https://t.co/LNQ8BIg7hC",http://twitter.com/Cthulhu_OwO/statuses/1872778294120333787,individual,Cthulhu_OwO,"Cthulhu_OwO (C'thulhu, IMPRISON PALPASTEIN)","RT @CajunMike1985 As much you hate corporations, and have no love for CEOs, I'm not a murderer. I'm not a criminal.

Luigi is no hero. He's just a murderer. A criminal https://t.co/LNQ8BIg7hC",1.19913e+18,False,12/27/2024 22:55,"As much you hate corporations, and have no love for CEOs, I'm not a murderer. I'm not a criminal.

Luigi is no hero. He's just a murderer. A criminal",12/27/2024,-1,7
12/27/2024 20:55,"@kirawontmiss This is the type of people that support luigi mangione. They believe they deserves the world, that people owns them for nothing. It is just disgusting.",http://twitter.com/freeofopinion/statuses/1872748230288785592,individual,freeofopinion,freeofopinion (I say what I see),"@kirawontmiss This is the type of people that support luigi mangione. They believe they deserves the world, that people owns them for nothing. It is just disgusting.",2855537883.0,False,12/27/2024 20:55,"This is the type of people that support luigi mangione. They believe they deserves the world, that people owns them for nothing. It is just disgusting.",12/27/2024,-1,0
12/27/2024 18:31,Can somebody luigi him for fuck sake ??!,http://twitter.com/Berylakid/statuses/1872711963928871402,individual,Berylakid,Berylakid (Sacha),Can somebody luigi him for fuck sake ??!,3033671137.0,False,12/27/2024 18:31,Can somebody luigi him for fuck sake ??!,12/27/2024,-1,3
12/27/2024 10:46,Nazis are pro-luigi now. What is going on,http://twitter.com/RedemocracyTH/statuses/1872594776627024318,individual,RedemocracyTH,RedemocracyTH (Redemocracy TH),Nazis are pro-luigi now. What is going on,1.80309e+18,False,12/27/2024 10:46,Nazis are pro-luigi now. What is going on,12/27/2024,-1,7
12/27/2024 9:36,"If Luigi walks away scott free, it's the perfect recipe for disaster.",http://twitter.com/ogbeniseyi/statuses/1872577256092295555,individual,ogbeniseyi,ogbeniseyi (Seyi),"If Luigi walks away scott free, it's the perfect recipe for disaster.",481660433.0,False,12/27/2024 9:36,"If Luigi walks away scott free, it's the perfect recipe for disaster.",12/27/2024,-1,3
12/27/2024 5:50,"RT @DJGoff_Esq @jennuhdordie @marycatedelvey He supports the murder of Brian Thompson and supports the rape, murder, torture, and kidnapping of innocent Jews on October 7.  It’s not surprising he hates women generally.

The part that will never cease to surprise me is he does all this while purportedly fighting “bigotry.”",http://twitter.com/myearwood65/statuses/1872520489522090145,individual,myearwood65,myearwood65 (Mike Yearwood 🖖🇨🇦 🇻🇨 🏳🏴🇮🇱 🇬🇧 🇨🇮),"RT @DJGoff_Esq @jennuhdordie @marycatedelvey He supports the murder of Brian Thompson and supports the rape, murder, torture, and kidnapping of innocent Jews on October 7. It’s not surprising he hates women generally.

The part that will never cease to surprise me is he does all this while purportedly fighting “bigotry.”",1.43974e+18,False,12/27/2024 5:50,"He supports the murder of Brian Thompson and supports the rape, murder, torture, and kidnapping of innocent Jews on October 7. It’s not surprising he hates women generally.

The part that will never cease to surprise me is he does all this while purportedly fighting “bigotry.”",12/27/2024,-1,6
12/27/2024 5:06,"Hey Palestine and Hamas supporters!  Since you seem to love summary street executions of CEO’s, here are some more summary executions from gaza!   Hope you enjoy they’ll as much as Luigi’s! https://t.co/VORy8n7Y4e",http://twitter.com/GregCohen29/statuses/1872509443419856908,individual,GregCohen29,GregCohen29 (Toronto Timmy),"Hey Palestine and Hamas supporters! Since you seem to love summary street executions of CEO’s, here are some more summary executions from gaza! Hope you enjoy they’ll as much as Luigi’s! https://t.co/VORy8n7Y4e",1.5425e+18,False,12/27/2024 5:06,"Hey Palestine and Hamas supporters! Since you seem to love summary street executions of CEO’s, here are some more summary executions from gaza! Hope you enjoy they’ll as much as Luigi’s!",12/27/2024,-1,8
12/27/2024 2:21,Luigi Mangione should have shot the CEO of match group instead,http://twitter.com/rabbitgoldalt/statuses/1872467748976218163,individual,rabbitgoldalt,rabbitgoldalt (RabbitGold ✝️),Luigi Mangione should have shot the CEO of match group instead,1.59089e+18,False,12/27/2024 2:21,Luigi Mangione should have shot the CEO of match group instead,12/27/2024,-1,0
12/26/2024 23:00,"People simping for Mangione, shows me that Twitter would have loved anarchist terrorists back in the day",http://twitter.com/Le_Leveller/statuses/1872417278257696800,individual,Le_Leveller,Le_Leveller (Leveller),"People simping for Mangione, shows me that Twitter would have loved anarchist terrorists back in the day",1.81194e+18,False,12/26/2024 23:00,"People simping for Mangione, shows me that Twitter would have loved anarchist terrorists back in the day",12/26/2024,-1,5
12/26/2024 22:21,"@AutismCapital Mangione shooted a billionare, this one lit a sleep woman on fire",http://twitter.com/RyunChan99/statuses/1872407467424170303,individual,RyunChan99,RyunChan99 (Ryun-Chan 🇵🇸),"@AutismCapital Mangione shooted a billionare, this one lit a sleep woman on fire",3214698957.0,False,12/26/2024 22:21,"Mangione shooted a billionare, this one lit a sleep woman on fire",12/26/2024,-1,5
12/26/2024 20:20,"RT @anarchotadigism No proof Mangione did it, plenty of proof he's a rich Nazi

No proof the GFM raised supposedly in his name went to him, but his lawyer has repeatedly turned down funding offers. So $100k+ has gone to a very likely scam & almost none to ppl in real need bc y'all want heroes so bad",http://twitter.com/mostlyvoidstuff/statuses/1872377044417622183,individual,mostlyvoidstuff,mostlyvoidstuff (fuck puddle),"RT @anarchotadigism No proof Mangione did it, plenty of proof he's a rich Nazi

No proof the GFM raised supposedly in his name went to him, but his lawyer has repeatedly turned down funding offers. So $100k+ has gone to a very likely scam & almost none to ppl in real need bc y'all want heroes so bad",1.06274e+18,False,12/26/2024 20:20,"No proof Mangione did it, plenty of proof he's a rich Nazi

No proof the GFM raised supposedly in his name went to him, but his lawyer has repeatedly turned down funding offers. So $100k+ has gone to a very likely scam & almost none to ppl in real need bc y'all want heroes so bad",12/26/2024,-1,5
12/26/2024 19:26,"@AutismCapital One lit a woman on fire.. the other killed a person that made money off denying people services. Even before people knew who Luigi was, they were making him a saint. Don’t try to bring looks/race into this. It’s all about the crime committed",http://twitter.com/deeeee67894/statuses/1872363412795375832,individual,deeeee67894,deeeee67894 (Dee),"@AutismCapital One lit a woman on fire.. the other killed a person that made money off denying people services. Even before people knew who Luigi was, they were making him a saint. Don’t try to bring looks/race into this. It’s all about the crime committed",1.59323e+18,False,12/26/2024 19:26,"One lit a woman on fire.. the other killed a person that made money off denying people services. Even before people knew who Luigi was, they were making him a saint. Don’t try to bring looks/race into this. It’s all about the crime committed",12/26/2024,-1,2
12/26/2024 19:07,"@G_S_Bhogal Luigi brings all the narcissistic resentment to the yard.
Moral relativism is the congenital defect of mimetic inbreeding. No surprise the effect is ""progressive"".",http://twitter.com/LongStone/statuses/1872358503618314604,organisational,LongStone,LongStone (The Stone that the builder refused),"@G_S_Bhogal Luigi brings all the narcissistic resentment to the yard.
Moral relativism is the congenital defect of mimetic inbreeding. No surprise the effect is ""progressive"".",14060571.0,False,12/26/2024 19:07,"Luigi brings all the narcissistic resentment to the yard.
Moral relativism is the congenital defect of mimetic inbreeding. No surprise the effect is ""progressive"".",12/26/2024,-1,4
12/26/2024 17:03,what's the street-shitter equivalent of LUIGI?,http://twitter.com/JedditeMk6/statuses/1872327404615835784,individual,JedditeMk6,JedditeMk6 (JedditeMk6),what's the street-shitter equivalent of LUIGI?,1.81706e+18,False,12/26/2024 17:03,what's the street-shitter equivalent of LUIGI?,12/26/2024,-1,3
12/26/2024 12:14,RT @Jarvis3120 This guy deserves Luigi treatment. https://t.co/Die6Rg6lwS,http://twitter.com/Jarvis3120/statuses/1872254597252993324,individual,Jarvis3120,Jarvis3120 (Jarvis 🌿),RT @Jarvis3120 This guy deserves Luigi treatment. https://t.co/Die6Rg6lwS,1.76602e+18,False,12/26/2024 12:14,This guy deserves Luigi treatment.,12/26/2024,-1,3
12/26/2024 8:59,@boring_thoughtt @Teslaconomics Elon family vibes? The only time he decided to start showing up with his kids was to use them as human shields after Luigi killed the health insurance CEO.,http://twitter.com/Duckimusprime/statuses/1872205532611952947,individual,Duckimusprime,Duckimusprime (Tom Baker),@boring_thoughtt @Teslaconomics Elon family vibes? The only time he decided to start showing up with his kids was to use them as human shields after Luigi killed the health insurance CEO.,56648584.0,False,12/26/2024 8:59,Elon family vibes? The only time he decided to start showing up with his kids was to use them as human shields after Luigi killed the health insurance CEO.,12/26/2024,-1,4
12/26/2024 0:10,"@evolnemesis @KKCatmom @feliciaismother @ThePopTingz Firstly, Luigi didn't do it, it was somebody else, and they nabbed him, because he looks *similar*

Secondly, I refuse to feel bad for someone, who's actions led to almost 400 000 people being refused life-saving treatment due to his insurance denials.",http://twitter.com/MrOsmio7/statuses/1872072401229689048,individual,MrOsmio7,MrOsmio7 (MrOsmio7),"@evolnemesis @KKCatmom @feliciaismother @ThePopTingz Firstly, Luigi didn't do it, it was somebody else, and they nabbed him, because he looks *similar*

Secondly, I refuse to feel bad for someone, who's actions led to almost 400 000 people being refused life-saving treatment due to his insurance denials.",1.21568e+18,False,12/26/2024 0:10,"Firstly, Luigi didn't do it, it was somebody else, and they nabbed him, because he looks *similar*

Secondly, I refuse to feel bad for someone, who's actions led to almost 400 000 people being refused life-saving treatment due to his insurance denials.",12/26/2024,-1,2
12/25/2024 23:49,"@FransJudex @lporiginalg We put people in Jail for driving accidents where they meant no harm but ran someone over by accident.
My comments in the end cause no real harm she is already dead.
But elsewhere people cheering on Luigi the assassin in huge numbers risk copycat murders.",http://twitter.com/JasonGreen464/statuses/1872067157498151161,individual,JasonGreen464,JasonGreen464 (Jason Green),"@FransJudex @lporiginalg We put people in Jail for driving accidents where they meant no harm but ran someone over by accident.
My comments in the end cause no real harm she is already dead.
But elsewhere people cheering on Luigi the assassin in huge numbers risk copycat murders.",1.67548e+18,True,12/25/2024 23:49,"We put people in Jail for driving accidents where they meant no harm but ran someone over by accident.
My comments in the end cause no real harm she is already dead.
But elsewhere people cheering on Luigi the assassin in huge numbers risk copycat murders.",12/25/2024,-1,2
12/25/2024 22:45,"@taylorunext @trvnniesinparis exactly i have no empathy for that man who died as he is responsible for so many deaths. but luigi has shown that he is capable of killing someone, anyone that shows that to me is a potential threat",http://twitter.com/chrompopmonstr/statuses/1872051089996177844,individual,chrompopmonstr,chrompopmonstr (G.U.Y),"@taylorunext @trvnniesinparis exactly i have no empathy for that man who died as he is responsible for so many deaths. but luigi has shown that he is capable of killing someone, anyone that shows that to me is a potential threat",1.7068e+18,False,12/25/2024 22:45,"exactly i have no empathy for that man who died as he is responsible for so many deaths. but luigi has shown that he is capable of killing someone, anyone that shows that to me is a potential threat",12/25/2024,-1,2
12/25/2024 20:24,@ThePopTingz #LuigiMangione is a Killer he took away someones father and people who celebrate luigi as a hero are fucking ghouls with no souls,http://twitter.com/owen1257/statuses/1872015685653831749,individual,owen1257,owen1257 (Owen1257🏵),@ThePopTingz #LuigiMangione is a Killer he took away someones father and people who celebrate luigi as a hero are fucking ghouls with no souls,1.40477e+18,False,12/25/2024 20:24,#LuigiMangione is a Killer he took away someones father and people who celebrate luigi as a hero are fucking ghouls with no souls,12/25/2024,-1,0
12/25/2024 16:49,"RT @gabbitzz biggest Ls this year:
- twitter to X 
- twitter circles being removed
- photos app update
- luigi being caught
- GRiZ has not returned",http://twitter.com/thehighlifex0/statuses/1871961420914725114,individual,thehighlifex0,thehighlifex0 (Monu™ 🦄🇵🇸),"RT @gabbitzz biggest Ls this year:
- twitter to X 
- twitter circles being removed
- photos app update
- luigi being caught
- GRiZ has not returned",64109172.0,False,12/25/2024 16:49,"biggest Ls this year:
- twitter to X 
- twitter circles being removed
- photos app update
- luigi being caught
- GRiZ has not returned",12/25/2024,-1,0
12/25/2024 11:56,@donaji5000 i like luigi but i wish he gets the d-word penalty just to see you lose your mind,http://twitter.com/maxxiemax97/statuses/1871887810447450292,individual,maxxiemax97,maxxiemax97 (Francesca 3.0),@donaji5000 i like luigi but i wish he gets the d-word penalty just to see you lose your mind,1.83748e+18,False,12/25/2024 11:56,i like luigi but i wish he gets the d-word penalty just to see you lose your mind,12/25/2024,-1,3
12/25/2024 10:14,"@ThisIsKyleR It's true: Luigi and you aren't even remotely similar. For example, you've probably never done anything good or cool in your life.",http://twitter.com/KhandalJashan/statuses/1871862122361278595,individual,KhandalJashan,KhandalJashan (Jashan),"@ThisIsKyleR It's true: Luigi and you aren't even remotely similar. For example, you've probably never done anything good or cool in your life.",8.53161e+17,False,12/25/2024 10:14,"It's true: Luigi and you aren't even remotely similar. For example, you've probably never done anything good or cool in your life.",12/25/2024,-1,3
12/25/2024 6:58,"𝙏𝙝𝙚𝙮 𝙠𝙣𝙤𝙬 𝙬𝙝𝙖𝙩 𝙠𝙞𝙣𝙙 𝙤𝙛 𝙖 𝙥𝙚𝙧𝙨𝙤𝙣 𝙩𝙝𝙚𝙞𝙧 𝙘𝙝𝙞𝙡𝙙 𝙖𝙣𝙮𝙬𝙖𝙮 𝙗𝙚𝙛𝙤𝙧𝙚 𝙞𝙩 𝙝𝙖𝙥𝙥𝙚𝙣. 

In the bible, it is better to discipline your child. 
I believe time will heal, but Luigi is unwell if you observe him very carefully",http://twitter.com/SO_ZOLO/statuses/1871812623823671708,individual,SO_ZOLO,SO_ZOLO (ⓏⒾⓃⒼⓁⒺ💁),"𝙏𝙝𝙚𝙮 𝙠𝙣𝙤𝙬 𝙬𝙝𝙖𝙩 𝙠𝙞𝙣𝙙 𝙤𝙛 𝙖 𝙥𝙚𝙧𝙨𝙤𝙣 𝙩𝙝𝙚𝙞𝙧 𝙘𝙝𝙞𝙡𝙙 𝙖𝙣𝙮𝙬𝙖𝙮 𝙗𝙚𝙛𝙤𝙧𝙚 𝙞𝙩 𝙝𝙖𝙥𝙥𝙚𝙣. 

In the bible, it is better to discipline your child. 
I believe time will heal, but Luigi is unwell if you observe him very carefully",1.84429e+18,False,12/25/2024 6:58,"𝙏𝙝𝙚𝙮 𝙠𝙣𝙤𝙬 𝙬𝙝𝙖𝙩 𝙠𝙞𝙣𝙙 𝙤𝙛 𝙖 𝙥𝙚𝙧𝙨𝙤𝙣 𝙩𝙝𝙚𝙞𝙧 𝙘𝙝𝙞𝙡𝙙 𝙖𝙣𝙮𝙬𝙖𝙮 𝙗𝙚𝙛𝙤𝙧𝙚 𝙞𝙩 𝙝𝙖𝙥𝙥𝙚𝙣. 

In the bible, it is better to discipline your child. 
I believe time will heal, but Luigi is unwell if you observe him very carefully",12/25/2024,-1,3
12/25/2024 6:06,"@billyez2 @tracewoodgrains Embarrassingly enough, there was at least one person on my FB feed celebrating Luigi and his murderous escapade.",http://twitter.com/senjii2022/statuses/1871799721637085557,individual,senjii2022,senjii2022 (Uppity Witch),"@billyez2 @tracewoodgrains Embarrassingly enough, there was at least one person on my FB feed celebrating Luigi and his murderous escapade.",1.49281e+18,True,12/25/2024 6:06,"Embarrassingly enough, there was at least one person on my FB feed celebrating Luigi and his murderous escapade.",12/25/2024,-1,2
12/25/2024 3:42,"RT @ryanmar13612576 People might think Nick was harsh, but what he did saved us from another Luigi Mangione https://t.co/0TDIgIqA6R",http://twitter.com/ryanmar13612576/statuses/1871763482422706635,individual,ryanmar13612576,ryanmar13612576 (Toasted Network (Alpha Male)),"RT @ryanmar13612576 People might think Nick was harsh, but what he did saved us from another Luigi Mangione https://t.co/0TDIgIqA6R",1.46808e+18,False,12/25/2024 3:42,"People might think Nick was harsh, but what he did saved us from another Luigi Mangione",12/25/2024,-1,0
12/25/2024 1:01,"RT @BmoreOrganized At this point, you people are going to gaslight Luigi into thinking maybe he really did do it.",http://twitter.com/Spoonie_love/statuses/1871722905626902793,individual,Spoonie_love,Spoonie_love (McAfrika),"RT @BmoreOrganized At this point, you people are going to gaslight Luigi into thinking maybe he really did do it.",89733164.0,False,12/25/2024 1:01,"At this point, you people are going to gaslight Luigi into thinking maybe he really did do it.",12/25/2024,-1,2
12/24/2024 23:34,@LakeshowTeo Luigi went for the wrong guy 😔,http://twitter.com/ab12_sol/statuses/1871701033593995373,individual,ab12_sol,ab12_sol (Ab.sol),@LakeshowTeo Luigi went for the wrong guy 😔,2933926576.0,False,12/24/2024 23:34,Luigi went for the wrong guy 😔,12/24/2024,-1,3
12/24/2024 23:33,"RT @estherzelda0514 Lol Luigi's family not showing up for him in court is how you know they're wealthy. He slandered the family name, he's functionally dead to them now. https://t.co/cPBpDSKRO5",http://twitter.com/ScionArt/statuses/1871700688654524839,individual,ScionArt,ScionArt (Scion of the Emperor),"RT @estherzelda0514 Lol Luigi's family not showing up for him in court is how you know they're wealthy. He slandered the family name, he's functionally dead to them now. https://t.co/cPBpDSKRO5",2550048570.0,False,12/24/2024 23:33,"Lol Luigi's family not showing up for him in court is how you know they're wealthy. He slandered the family name, he's functionally dead to them now.",12/24/2024,-1,4
12/24/2024 21:49,"@Prettyliltweetz Hey fashy, not only was he a father but he was trying to reduce costs by stopping corruption in hospitals. Your boy Luigi was WAY richer than him and his parents owned many hospitals. Hmmmm https://t.co/fREhEGHOt2",http://twitter.com/iichaninjapan/statuses/1871674467560370615,individual,iichaninjapan,iichaninjapan (iichan),"@Prettyliltweetz Hey fashy, not only was he a father but he was trying to reduce costs by stopping corruption in hospitals. Your boy Luigi was WAY richer than him and his parents owned many hospitals. Hmmmm https://t.co/fREhEGHOt2",1.61954e+18,False,12/24/2024 21:49,"Hey fashy, not only was he a father but he was trying to reduce costs by stopping corruption in hospitals. Your boy Luigi was WAY richer than him and his parents owned many hospitals. Hmmmm",12/24/2024,-1,4
12/24/2024 20:52,@EndWokeness Luigi 🤡 and the ceo r both disgusting just leave it at that,http://twitter.com/UhNitroh/statuses/1871660344869036285,individual,UhNitroh,UhNitroh (JonJonesFanBoyNumba1),@EndWokeness Luigi 🤡 and the ceo r both disgusting just leave it at that,1.61741e+18,False,12/24/2024 20:52,Luigi 🤡 and the ceo r both disgusting just leave it at that,12/24/2024,-1,4
12/24/2024 18:45,RT @PandasAndVidya Luigi Mingemoan is going to get the death penalty and it's going to be a very funny day to be on Twitter when that happens.,http://twitter.com/Cthulhu_OwO/statuses/1871628406183629094,individual,Cthulhu_OwO,"Cthulhu_OwO (C'thulhu, Eater of Pizza)",RT @PandasAndVidya Luigi Mingemoan is going to get the death penalty and it's going to be a very funny day to be on Twitter when that happens.,1.19913e+18,False,12/24/2024 18:45,Luigi Mingemoan is going to get the death penalty and it's going to be a very funny day to be on Twitter when that happens.,12/24/2024,-1,7
12/24/2024 18:44,"🇺🇸 Mike Davis 🇺🇸
@mrddmia
Luigi Magione murdered a father in cold blood.

Democrats cheered.

Joe Biden freed child rapists and murderers from death row.

Democrats cheered.",http://twitter.com/SarichDebbie1/statuses/1871628125135860172,individual,SarichDebbie1,SarichDebbie1 (Debbiddy 🇨🇦🙏🏻❤️🇺🇸),"🇺🇸 Mike Davis 🇺🇸
@mrddmia
Luigi Magione murdered a father in cold blood.

Democrats cheered.

Joe Biden freed child rapists and murderers from death row.

Democrats cheered.",1.59945e+18,False,12/24/2024 18:44,"🇺🇸 Mike Davis 🇺🇸

Luigi Magione murdered a father in cold blood.

Democrats cheered.

Joe Biden freed child rapists and murderers from death row.

Democrats cheered.",12/24/2024,-1,8
12/24/2024 18:34,"why and how is luigi mangione pleading not guilty? obviously he is allowed to do that, but it makes no sense. 

not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm…",http://twitter.com/nixcklm/statuses/1871625459898949673,individual,nixcklm,nixcklm (nicky),"why and how is luigi mangione pleading not guilty? obviously he is allowed to do that, but it makes no sense. 

not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm…",1.43757e+18,True,12/24/2024 18:34,"why and how is luigi mangione pleading not guilty? obviously he is allowed to do that, but it makes no sense. 

not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm…",12/24/2024,-1,1
12/24/2024 18:33,"why and how is luigi mangione pleading not guilty? not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm very confused. 

i'd love for someone who knows more about…",http://twitter.com/nixcklm/statuses/1871625325026684939,individual,nixcklm,nixcklm (nicky),"why and how is luigi mangione pleading not guilty? not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm very confused. 

i'd love for someone who knows more about…",1.43757e+18,True,12/24/2024 18:33,"why and how is luigi mangione pleading not guilty? not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm very confused. 

i'd love for someone who knows more about…",12/24/2024,-1,1
